screen_name,user_id,created_at,status_id,text,retweet_count,favorite_count,is_quote_status,quote_status_id,is_retweet,retweet_status_id,in_reply_to_status_status_id,in_reply_to_status_user_id,in_reply_to_status_screen_name,lang,source,media_id,media_url,media_url_expanded,urls_display,urls_expanded,mentions_screen_name,mentions_user_id,hashtags,place_id,place_type,place_name,place_full_name,country_code,country,bounding_box_coordinates,bounding_box_type
vivoenergykenya,2359077392,2016-02-12T08:01:23Z,698054277714075648,@billywadongo @KandieErnest @kevcrispz The product is available from some of our stations e.g. Kileleshwa,0,0,FALSE,NA,FALSE,NA,698054131865489408,2359077392,vivoenergykenya,en,Twitter Web Client,NA,NA,NA,NA,NA,KandieErnest kevcrispz,3308731939 2949446753,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-12T08:00:48Z,698054131865489408,@billywadongo @KandieErnest @kevcrispz We already have Shell Helix Ultra 5w-30 ECT in the market.,0,0,FALSE,NA,FALSE,NA,698027515676200962,2634938735,billywad81,en,Twitter Web Client,NA,NA,NA,NA,NA,KandieErnest kevcrispz,3308731939 2949446753,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-12T06:32:01Z,698031789147869184,"RT @CountryRoadsKe: U know the drill, see u Sun &amp; Spread the word @KoinangeJeff @kbcenglish @NationFMKe @vivoenergykenya #CountryRoadsKE ht…",1,0,TRUE,698018579417923585,TRUE,698031015755980800,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,CountryRoadsKe KoinangeJeff kbcenglish NationFMKe vivoenergykenya,4327206622 237189703 566301561 46354706 2359077392,CountryRoadsKE,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-12T06:31:55Z,698031762476244992,RT @billywadongo: @vivoenergykenya @KandieErnest @kevcrispz thanks Shell. When is 5w-30 hitting the market. I really need it for my diesel …,1,0,FALSE,NA,TRUE,698027515676200962,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,vivoenergykenya KandieErnest kevcrispz,2359077392 3308731939 2949446753,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-12T06:16:08Z,698027791804137472,@KandieErnest Congratulations kindly follow us to enable DM,0,1,FALSE,NA,FALSE,NA,697772558867959808,3308731939,KandieErnest,en,Twitter Web Client,NA,NA,NA,NA,NA,KandieErnest,3308731939,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-12T06:08:56Z,698025979042631680,@kevcrispz Congratulations kindly follow our page to enable DM,0,0,FALSE,NA,FALSE,NA,697998398503395328,2949446753,kevcrispz,en,Twitter Web Client,NA,NA,NA,NA,NA,kevcrispz,2949446753,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-12T06:07:43Z,698025672153804801,RT @kevcrispz: @vivoenergykenya #loveyourcar https://t.co/vZPVhdSQid,2,0,FALSE,NA,TRUE,697998398503395328,NA,NA,NA,und,Twitter Web Client,697998395085099009,http://pbs.twimg.com/media/Ca_J15jXEAE6TwN.jpg,https://twitter.com/kevcrispz/status/697998398503395328/photo/1,NA,NA,kevcrispz vivoenergykenya,2949446753 2359077392,loveyourcar,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-12T06:07:33Z,698025630248480768,"We spread LOVEcourtesy of Shell Helix Ultra with PurePlus Technology to 
@KandieErnest @billywadongo @kevcrispz Congratulations #LoveYourCar",2,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,KandieErnest kevcrispz,3308731939 2949446753,LoveYourCar,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T18:38:14Z,697852157664620544,RT @billywadongo: @vivoenergykenya this diesel Engine will get some tender Love this weekend https://t.co/IU5tK7ZJrc,4,0,FALSE,NA,TRUE,697829259553959936,NA,NA,NA,en,Twitter for Android,697829257284747264,http://pbs.twimg.com/media/Ca8wAyJVAAAB4-o.jpg,https://twitter.com/billywadongo/status/697829259553959936/photo/1,NA,NA,vivoenergykenya,2359077392,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T18:38:01Z,697852102215864320,RT @AMakari: @vivoenergykenya https://t.co/xQAsq4HlSC,2,0,FALSE,NA,TRUE,697775462244872193,NA,NA,NA,und,Twitter for Android,697775387309432835,http://pbs.twimg.com/media/Ca7_BI2W4AMDu02.jpg,https://twitter.com/AMakari/status/697775462244872193/photo/1,NA,NA,AMakari vivoenergykenya,936131215 2359077392,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T17:01:26Z,697827796261998592,@coldtusker Diesel has gone down by Ksh 6.50perlitre and Super has gone down by Kshs1.10perlitre,1,1,FALSE,NA,FALSE,NA,697788036390744064,18718676,coldtusker,en,Twitter for Android,NA,NA,NA,NA,NA,coldtusker,18718676,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T13:21:15Z,697772387903938560,RT @m_mumo: Fuel prices drop at Shell service stations - Capital Business https://t.co/nQPpq5iq5Q via @capitalfmkenya,7,0,FALSE,NA,TRUE,697772117987872769,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,ln.is/www.capitalfm.…,http://ln.is/www.capitalfm.co.ke/Bhp67,m_mumo CapitalFMKenya,211456083 92731878,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T13:01:39Z,697767453053620224,"In order to appreciate you.This weekend we've reduced the prices for Diesel by
6.50, Super by 1.10 &amp; Kerosene 4.90 https://t.co/PXb3aNiwPs",14,7,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,697767451086483456,http://pbs.twimg.com/media/Ca73zMHW8AApf6K.png,https://twitter.com/vivoenergykenya/status/697767453053620224/photo/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T12:55:13Z,697765833024663552,"We value our customers. This weekend we have reduced our pump prices for diesel, super &amp; kerosene..#Loveyourcar https://t.co/RFV1yFWh1Q",15,6,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,697765831430823936,http://pbs.twimg.com/media/Ca72U6bW4AArusB.jpg,https://twitter.com/vivoenergykenya/status/697765833024663552/photo/1,NA,NA,NA,NA,Loveyourcar,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T12:53:28Z,697765392819863553,"We value our customers; this weekend we have reduced our pump prices for diesel, super &amp; kerosene..#Loveyourcar #FuelingKenya @NationFMKe",4,2,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,NationFMKe,46354706,Loveyourcar FuelingKenya,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T12:13:53Z,697755432245403648,We know some ladies have a different pair of shoes for their driving comfort? Do gents do the same? #Loveyourcar https://t.co/CFttZ8yec7,7,3,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,697755429930143744,http://pbs.twimg.com/media/Ca7s3d0WEAAm16G.jpg,https://twitter.com/vivoenergykenya/status/697755432245403648/photo/1,NA,NA,NA,NA,Loveyourcar,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T11:57:51Z,697751397291450373,RT @RadioCitizenFM: Tunakupa nafasi ya kuenjoy uzuri wa Shell Fuel Save Post picha ya gari lako tukupe Fuel Voucher ya 2K @vivoenergykenya,3,0,FALSE,NA,TRUE,697656541390991360,NA,NA,NA,in,Twitter Web Client,NA,NA,NA,NA,NA,RadioCitizenFM vivoenergykenya,632859279 2359077392,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T11:55:09Z,697750717646446593,Have you shared a snap of your cherished moments with your first love (Car)?..#Loveyourcar https://t.co/WTyoU238Io,8,3,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,697750714991452160,http://pbs.twimg.com/media/Ca7olBTXIAA2OY3.jpg,https://twitter.com/vivoenergykenya/status/697750717646446593/photo/1,NA,NA,NA,NA,Loveyourcar,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T11:52:23Z,697750021572268032,"We value our prized items, do the same for your car, ensure your engine has the right oil…#loveyourcar https://t.co/QNeG8NjMWm",13,11,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,697750018787303426,http://pbs.twimg.com/media/Ca7n8fvW4AIS6wE.jpg,https://twitter.com/vivoenergykenya/status/697750021572268032/photo/1,NA,NA,NA,NA,loveyourcar,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T11:46:48Z,697748616035856384,"How much do you love your car? Tells us how, share a snap &amp; we could make your weekend special. #loveyourcar https://t.co/yfSJ2LaqIw",4,3,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,697748613628325888,http://pbs.twimg.com/media/Ca7mqtHWcAA_jd0.jpg,https://twitter.com/vivoenergykenya/status/697748616035856384/photo/1,NA,NA,NA,NA,loveyourcar,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T11:42:10Z,697747452867276801,It’s the weekend of love..treat your car too by spreading the love with the right motor oil..#loveyourcar https://t.co/bGYciV672F,5,3,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,697747448979136513,http://pbs.twimg.com/media/Ca7lm6dWIAEHq9O.jpg,https://twitter.com/vivoenergykenya/status/697747452867276801/photo/1,NA,NA,NA,NA,loveyourcar,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T09:10:21Z,697709243961634817,Shell Helix Ultra with PurePlus Technology is designed from Natural Gas.  #LoveYourCar https://t.co/f57kd6s5NA,4,4,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,697709240383893504,http://pbs.twimg.com/media/Ca7C24WW8AAxSPh.jpg,https://twitter.com/vivoenergykenya/status/697709243961634817/photo/1,NA,NA,NA,NA,LoveYourCar,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T08:33:27Z,697699958397521924,RT @p_kwainaina: @vivoenergykenya Thanks for more shell stations in every corner,1,0,FALSE,NA,TRUE,697698018309619712,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,p_kwainaina vivoenergykenya,2919605325 2359077392,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T08:23:02Z,697697338295500801,"RT @alexpst1: @vivoenergykenya continued fueling at new shell koma, prices gone down,love shell seriously and forever i will.",3,0,FALSE,NA,TRUE,697678204253949952,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,alexpst1 vivoenergykenya,2761047341 2359077392,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T08:15:47Z,697695511025991680,Caption a Picture of yourself showing love to your car RT &amp; We spread LOVE to the most creative post. #LoveYourCar https://t.co/IEkAedeCOR,6,2,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,697695508178079744,http://pbs.twimg.com/media/Ca62Xj5XEAA7-rk.jpg,https://twitter.com/vivoenergykenya/status/697695511025991680/photo/1,NA,NA,NA,NA,LoveYourCar,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-11T08:14:06Z,697695089880080384,3 DAYS to go! we are spreading LOVE courtesy of Shell Helix Ultra with PurePlus Technology everyday!  #LoveYourCar https://t.co/OoqmRhY743,6,3,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,697695086801514496,http://pbs.twimg.com/media/Ca61_CJW8AAducp.jpg,https://twitter.com/vivoenergykenya/status/697695089880080384/photo/1,NA,NA,NA,NA,LoveYourCar,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-10T10:59:46Z,697374391978610688,@AleksMwanza Please check your DM @RadioCitizenFM,0,0,FALSE,NA,FALSE,NA,697357237325529088,300790340,AleksMwanza,en,Twitter Web Client,NA,NA,NA,NA,NA,AleksMwanza RadioCitizenFM,300790340 632859279,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-09T12:34:10Z,697035760931840000,RT @RadioCitizenFM: Skiza #JamboKenya kila siku tukupe uhondo  https://t.co/wA216A3OF9,3,0,TRUE,696938522062749697,TRUE,696940380537933824,NA,NA,NA,und,Twitter for iPhone,NA,NA,NA,twitter.com/vivoenergykeny…,https://twitter.com/vivoenergykenya/status/696938522062749697,RadioCitizenFM,632859279,JamboKenya,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-09T12:34:02Z,697035729633988608,RT @AleksMwanza: @RadioCitizenFM @vivoenergykenya  My names  Alex Mwanza ID. 22936343 phone 0720422667,2,0,FALSE,NA,TRUE,696928723145244672,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,AleksMwanza RadioCitizenFM vivoenergykenya,300790340 632859279 2359077392,NA,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-09T12:33:53Z,697035691813965824,RT @AleksMwanza: @RadioCitizenFM @vivoenergykenya  #LoveYourCar I fuel at Shell Machakos https://t.co/gU1kMpZRjO,3,0,FALSE,NA,TRUE,696924616976158720,NA,NA,NA,en,Twitter for iPhone,696924616875450368,http://pbs.twimg.com/media/Cav5PyAWIAAMlWM.jpg,https://twitter.com/AleksMwanza/status/696924616976158720/photo/1,NA,NA,AleksMwanza RadioCitizenFM vivoenergykenya,300790340 632859279 2359077392,LoveYourCar,NA,NA,NA,NA,NA,NA,NA,NA
vivoenergykenya,2359077392,2016-02-09T06:07:46Z,696938522062749697,"This week, we are spreading LOVE courtesy of Shell Helix Ultra with PurePlus technology.  #LoveYourCar https://t.co/hE0XbzDnX7",14,11,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,696938519097376768,http://pbs.twimg.com/media/CawF4_0WAAAVigi.jpg,https://twitter.com/vivoenergykenya/status/696938522062749697/photo/1,NA,NA,NA,NA,LoveYourCar,NA,NA,NA,NA,NA,NA,NA,NA
